query_path,query_part_id,query_view,correct_rank,top_1
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204_640x480_back.png,189576545-34-1204,back,1,189576545-34-1204
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204_640x480_right.png,189576545-34-1204,right,1,189576545-34-1204
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204_640x480_front.png,189576545-34-1204,front,1,189576545-34-1204
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204_640x480_top.png,189576545-34-1204,top,1,189576545-34-1204
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204_640x480_iso.png,189576545-34-1204,iso,8,189576516-34-64771001
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20_640x480_left.png,189576725-34-ptue20,left,1,189576725-34-ptue20
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20_640x480_iso.png,189576725-34-ptue20,iso,6,189576400-114-mmq-40125hm
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20_640x480_bottom.png,189576725-34-ptue20,bottom,1,189576725-34-ptue20
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20_640x480_right.png,189576725-34-ptue20,right,1,189576725-34-ptue20
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20_640x480_front.png,189576725-34-ptue20,front,3,189576454-34-633-40-m5-16-dsg
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20_640x480_top.png,189576725-34-ptue20,top,1,189576725-34-ptue20
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20_640x480_back.png,189576725-34-ptue20,back,1,189576725-34-ptue20
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576295-34-n6-30m6/n6-30m6_640x480_top.png,189576295-34-n6-30m6,top,1,189576295-34-n6-30m6
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576295-34-n6-30m6/n6-30m6_640x480_iso.png,189576295-34-n6-30m6,iso,4,189576054-114-ldeia1100ka0n00
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576295-34-n6-30m6/n6-30m6_640x480_left.png,189576295-34-n6-30m6,left,1,189576295-34-n6-30m6
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576295-34-n6-30m6/n6-30m6_640x480_bottom.png,189576295-34-n6-30m6,bottom,1,189576295-34-n6-30m6
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576295-34-n6-30m6/n6-30m6_640x480_front.png,189576295-34-n6-30m6,front,1,189576295-34-n6-30m6
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576295-34-n6-30m6/n6-30m6_640x480_right.png,189576295-34-n6-30m6,right,1,189576295-34-n6-30m6
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576295-34-n6-30m6/n6-30m6_640x480_back.png,189576295-34-n6-30m6,back,1,189576295-34-n6-30m6
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576369-34-ebtf3/ebtf3_640x480_bottom.png,189576369-34-ebtf3,bottom,1,189576369-34-ebtf3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576369-34-ebtf3/ebtf3_640x480_left.png,189576369-34-ebtf3,left,6,189576395-34-2453650
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576369-34-ebtf3/ebtf3_640x480_iso.png,189576369-34-ebtf3,iso,15,189576725-34-ptue20
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576369-34-ebtf3/ebtf3_640x480_front.png,189576369-34-ebtf3,front,1,189576369-34-ebtf3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576369-34-ebtf3/ebtf3_640x480_right.png,189576369-34-ebtf3,right,13,189576381-34-bouloncem6_20nfe27-312rapp
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576369-34-ebtf3/ebtf3_640x480_top.png,189576369-34-ebtf3,top,1,189576369-34-ebtf3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576369-34-ebtf3/ebtf3_640x480_back.png,189576369-34-ebtf3,back,1,189576369-34-ebtf3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576350-34-ebnld3/ebnld3_640x480_back.png,189576350-34-ebnld3,back,1,189576350-34-ebnld3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576350-34-ebnld3/ebnld3_640x480_left.png,189576350-34-ebnld3,left,1,189576350-34-ebnld3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576350-34-ebnld3/ebnld3_640x480_top.png,189576350-34-ebnld3,top,1,189576350-34-ebnld3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576350-34-ebnld3/ebnld3_640x480_bottom.png,189576350-34-ebnld3,bottom,1,189576350-34-ebnld3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576350-34-ebnld3/ebnld3_640x480_iso.png,189576350-34-ebnld3,iso,9,189576516-34-64771001
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576350-34-ebnld3/ebnld3_640x480_right.png,189576350-34-ebnld3,right,1,189576350-34-ebnld3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576350-34-ebnld3/ebnld3_640x480_front.png,189576350-34-ebnld3,front,1,189576350-34-ebnld3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/FYTB - T-Shaped Bolts/bolt_fytb8_640x480_bottom.png,FYTB - T-Shaped Bolts,bottom,1,FYTB - T-Shaped Bolts
/Users/tanishqjadhav/Desktop/Extractor/data/raw/FYTB - T-Shaped Bolts/bolt_fytb8_640x480_back.png,FYTB - T-Shaped Bolts,back,2,189576740-34-40_t_shafts_adp416c
/Users/tanishqjadhav/Desktop/Extractor/data/raw/FYTB - T-Shaped Bolts/bolt_fytb8_640x480_front.png,FYTB - T-Shaped Bolts,front,1,FYTB - T-Shaped Bolts
/Users/tanishqjadhav/Desktop/Extractor/data/raw/FYTB - T-Shaped Bolts/bolt_fytb8_640x480_right.png,FYTB - T-Shaped Bolts,right,1,FYTB - T-Shaped Bolts
/Users/tanishqjadhav/Desktop/Extractor/data/raw/FYTB - T-Shaped Bolts/bolt_fytb8_640x480_left.png,FYTB - T-Shaped Bolts,left,1,FYTB - T-Shaped Bolts
/Users/tanishqjadhav/Desktop/Extractor/data/raw/FYTB - T-Shaped Bolts/bolt_fytb8_640x480_iso.png,FYTB - T-Shaped Bolts,iso,1,FYTB - T-Shaped Bolts
/Users/tanishqjadhav/Desktop/Extractor/data/raw/FYTB - T-Shaped Bolts/bolt_fytb8_640x480_top.png,FYTB - T-Shaped Bolts,top,1,FYTB - T-Shaped Bolts
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576347-34-screw_093126__25/screw_093126__25_640x480_front.png,189576347-34-screw_093126__25,front,1,189576347-34-screw_093126__25
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576347-34-screw_093126__25/screw_093126__25_640x480_right.png,189576347-34-screw_093126__25,right,13,189576359-34-ebcob3-6
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576347-34-screw_093126__25/screw_093126__25_640x480_left.png,189576347-34-screw_093126__25,left,9,189576337-34-screw_hx025872
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576347-34-screw_093126__25/screw_093126__25_640x480_bottom.png,189576347-34-screw_093126__25,bottom,1,189576347-34-screw_093126__25
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576347-34-screw_093126__25/screw_093126__25_640x480_back.png,189576347-34-screw_093126__25,back,1,189576347-34-screw_093126__25
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576347-34-screw_093126__25/screw_093126__25_640x480_top.png,189576347-34-screw_093126__25,top,1,189576347-34-screw_093126__25
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576347-34-screw_093126__25/screw_093126__25_640x480_iso.png,189576347-34-screw_093126__25,iso,22,189576337-34-screw_hx025872
