part_id,folder_name,image_path,view,metadata_path,reference,part_number,supplier,material,part_title,design,weight,eclass,rohs
189576446-34-16-240-46-6-16,189576446-34-16-240-46-6-16,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576446-34-16-240-46-6-16/16-240-46-6-16_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576446-34-16-240-46-6-16/16-240-46-6-16.txt,16-240-46-6-16,90-02012026-074405,EMILE MAURIN,,16-24 VIS PAPILLON INOX,16-24 VIS PAPILLON INOX - 16-240-46-6-16,,,
189576446-34-16-240-46-6-16,189576446-34-16-240-46-6-16,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576446-34-16-240-46-6-16/16-240-46-6-16_640x480_front.png,front,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576446-34-16-240-46-6-16/16-240-46-6-16.txt,16-240-46-6-16,90-02012026-074405,EMILE MAURIN,,16-24 VIS PAPILLON INOX,16-24 VIS PAPILLON INOX - 16-240-46-6-16,,,
189576446-34-16-240-46-6-16,189576446-34-16-240-46-6-16,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576446-34-16-240-46-6-16/16-240-46-6-16_640x480_right.png,right,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576446-34-16-240-46-6-16/16-240-46-6-16.txt,16-240-46-6-16,90-02012026-074405,EMILE MAURIN,,16-24 VIS PAPILLON INOX,16-24 VIS PAPILLON INOX - 16-240-46-6-16,,,
189576446-34-16-240-46-6-16,189576446-34-16-240-46-6-16,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576446-34-16-240-46-6-16/16-240-46-6-16_640x480_back.png,back,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576446-34-16-240-46-6-16/16-240-46-6-16.txt,16-240-46-6-16,90-02012026-074405,EMILE MAURIN,,16-24 VIS PAPILLON INOX,16-24 VIS PAPILLON INOX - 16-240-46-6-16,,,
189576359-34-ebcob3-6,189576359-34-ebcob3-6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576359-34-ebcob3-6/ebcob3-6_640x480_bottom.png,bottom,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576359-34-ebcob3-6/ebcob3-6.txt,EBCOB3-6,80-09122021-081237,"ZKH Industrial Supply Co., Ltd.",,Butterfly Bolt EBCOB/EBCBS,Butterfly Bolt EBCOB3-6,,,
189576359-34-ebcob3-6,189576359-34-ebcob3-6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576359-34-ebcob3-6/ebcob3-6_640x480_right.png,right,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576359-34-ebcob3-6/ebcob3-6.txt,EBCOB3-6,80-09122021-081237,"ZKH Industrial Supply Co., Ltd.",,Butterfly Bolt EBCOB/EBCBS,Butterfly Bolt EBCOB3-6,,,
189576359-34-ebcob3-6,189576359-34-ebcob3-6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576359-34-ebcob3-6/ebcob3-6_640x480_front.png,front,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576359-34-ebcob3-6/ebcob3-6.txt,EBCOB3-6,80-09122021-081237,"ZKH Industrial Supply Co., Ltd.",,Butterfly Bolt EBCOB/EBCBS,Butterfly Bolt EBCOB3-6,,,
189576359-34-ebcob3-6,189576359-34-ebcob3-6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576359-34-ebcob3-6/ebcob3-6_640x480_iso.png,iso,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576359-34-ebcob3-6/ebcob3-6.txt,EBCOB3-6,80-09122021-081237,"ZKH Industrial Supply Co., Ltd.",,Butterfly Bolt EBCOB/EBCBS,Butterfly Bolt EBCOB3-6,,,
189576359-34-ebcob3-6,189576359-34-ebcob3-6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576359-34-ebcob3-6/ebcob3-6_640x480_back.png,back,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576359-34-ebcob3-6/ebcob3-6.txt,EBCOB3-6,80-09122021-081237,"ZKH Industrial Supply Co., Ltd.",,Butterfly Bolt EBCOB/EBCBS,Butterfly Bolt EBCOB3-6,,,
189576359-34-ebcob3-6,189576359-34-ebcob3-6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576359-34-ebcob3-6/ebcob3-6_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576359-34-ebcob3-6/ebcob3-6.txt,EBCOB3-6,80-09122021-081237,"ZKH Industrial Supply Co., Ltd.",,Butterfly Bolt EBCOB/EBCBS,Butterfly Bolt EBCOB3-6,,,
189576359-34-ebcob3-6,189576359-34-ebcob3-6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576359-34-ebcob3-6/ebcob3-6_640x480_top.png,top,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576359-34-ebcob3-6/ebcob3-6.txt,EBCOB3-6,80-09122021-081237,"ZKH Industrial Supply Co., Ltd.",,Butterfly Bolt EBCOB/EBCBS,Butterfly Bolt EBCOB3-6,,,
189576172-34-ylbt8x20-c1,189576172-34-ylbt8x20-c1,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576172-34-ylbt8x20-c1/ylbt8x20-c1_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576172-34-ylbt8x20-c1/ylbt8x20-c1.txt,YLBT8X20-C1,90-20102023-014501,"YA-VA Intelligent Systems Co., Ltd.",,T-bolt,T-bolt YLBT8X20-C1,,,
189576172-34-ylbt8x20-c1,189576172-34-ylbt8x20-c1,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576172-34-ylbt8x20-c1/ylbt8x20-c1_640x480_front.png,front,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576172-34-ylbt8x20-c1/ylbt8x20-c1.txt,YLBT8X20-C1,90-20102023-014501,"YA-VA Intelligent Systems Co., Ltd.",,T-bolt,T-bolt YLBT8X20-C1,,,
189576172-34-ylbt8x20-c1,189576172-34-ylbt8x20-c1,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576172-34-ylbt8x20-c1/ylbt8x20-c1_640x480_right.png,right,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576172-34-ylbt8x20-c1/ylbt8x20-c1.txt,YLBT8X20-C1,90-20102023-014501,"YA-VA Intelligent Systems Co., Ltd.",,T-bolt,T-bolt YLBT8X20-C1,,,
189576172-34-ylbt8x20-c1,189576172-34-ylbt8x20-c1,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576172-34-ylbt8x20-c1/ylbt8x20-c1_640x480_back.png,back,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576172-34-ylbt8x20-c1/ylbt8x20-c1.txt,YLBT8X20-C1,90-20102023-014501,"YA-VA Intelligent Systems Co., Ltd.",,T-bolt,T-bolt YLBT8X20-C1,,,
189576172-34-ylbt8x20-c1,189576172-34-ylbt8x20-c1,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576172-34-ylbt8x20-c1/ylbt8x20-c1_640x480_bottom.png,bottom,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576172-34-ylbt8x20-c1/ylbt8x20-c1.txt,YLBT8X20-C1,90-20102023-014501,"YA-VA Intelligent Systems Co., Ltd.",,T-bolt,T-bolt YLBT8X20-C1,,,
189576172-34-ylbt8x20-c1,189576172-34-ylbt8x20-c1,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576172-34-ylbt8x20-c1/ylbt8x20-c1_640x480_top.png,top,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576172-34-ylbt8x20-c1/ylbt8x20-c1.txt,YLBT8X20-C1,90-20102023-014501,"YA-VA Intelligent Systems Co., Ltd.",,T-bolt,T-bolt YLBT8X20-C1,,,
189576172-34-ylbt8x20-c1,189576172-34-ylbt8x20-c1,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576172-34-ylbt8x20-c1/ylbt8x20-c1_640x480_iso.png,iso,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576172-34-ylbt8x20-c1/ylbt8x20-c1.txt,YLBT8X20-C1,90-20102023-014501,"YA-VA Intelligent Systems Co., Ltd.",,T-bolt,T-bolt YLBT8X20-C1,,,
189576417-34-2453652,189576417-34-2453652,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652.txt,2453652,90-23112023-049396,RS PRO,,1/2 X 2 1/2 LAG BOLT GALVANIZED,1/2 X 2 1/2 LAG BOLT GALVANIZED,,,
189576417-34-2453652,189576417-34-2453652,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652_640x480_back.png,back,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652.txt,2453652,90-23112023-049396,RS PRO,,1/2 X 2 1/2 LAG BOLT GALVANIZED,1/2 X 2 1/2 LAG BOLT GALVANIZED,,,
189576417-34-2453652,189576417-34-2453652,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652_640x480_bottom.png,bottom,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652.txt,2453652,90-23112023-049396,RS PRO,,1/2 X 2 1/2 LAG BOLT GALVANIZED,1/2 X 2 1/2 LAG BOLT GALVANIZED,,,
189576417-34-2453652,189576417-34-2453652,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652_640x480_iso.png,iso,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652.txt,2453652,90-23112023-049396,RS PRO,,1/2 X 2 1/2 LAG BOLT GALVANIZED,1/2 X 2 1/2 LAG BOLT GALVANIZED,,,
189576417-34-2453652,189576417-34-2453652,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652_640x480_right.png,right,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652.txt,2453652,90-23112023-049396,RS PRO,,1/2 X 2 1/2 LAG BOLT GALVANIZED,1/2 X 2 1/2 LAG BOLT GALVANIZED,,,
189576417-34-2453652,189576417-34-2453652,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652_640x480_front.png,front,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652.txt,2453652,90-23112023-049396,RS PRO,,1/2 X 2 1/2 LAG BOLT GALVANIZED,1/2 X 2 1/2 LAG BOLT GALVANIZED,,,
189576417-34-2453652,189576417-34-2453652,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652_640x480_top.png,top,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652.txt,2453652,90-23112023-049396,RS PRO,,1/2 X 2 1/2 LAG BOLT GALVANIZED,1/2 X 2 1/2 LAG BOLT GALVANIZED,,,
189576395-34-2453650,189576395-34-2453650,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650_640x480_top.png,top,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650.txt,2453650,90-23112023-049505,RS PRO,,1/2 X 1 1/2 LAG BOLT GALVANIZED,1/2 X 1 1/2 LAG BOLT GALVANIZED,,,
189576395-34-2453650,189576395-34-2453650,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650_640x480_iso.png,iso,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650.txt,2453650,90-23112023-049505,RS PRO,,1/2 X 1 1/2 LAG BOLT GALVANIZED,1/2 X 1 1/2 LAG BOLT GALVANIZED,,,
189576395-34-2453650,189576395-34-2453650,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650_640x480_front.png,front,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650.txt,2453650,90-23112023-049505,RS PRO,,1/2 X 1 1/2 LAG BOLT GALVANIZED,1/2 X 1 1/2 LAG BOLT GALVANIZED,,,
189576395-34-2453650,189576395-34-2453650,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650_640x480_right.png,right,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650.txt,2453650,90-23112023-049505,RS PRO,,1/2 X 1 1/2 LAG BOLT GALVANIZED,1/2 X 1 1/2 LAG BOLT GALVANIZED,,,
189576395-34-2453650,189576395-34-2453650,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650.txt,2453650,90-23112023-049505,RS PRO,,1/2 X 1 1/2 LAG BOLT GALVANIZED,1/2 X 1 1/2 LAG BOLT GALVANIZED,,,
189576395-34-2453650,189576395-34-2453650,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650_640x480_bottom.png,bottom,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650.txt,2453650,90-23112023-049505,RS PRO,,1/2 X 1 1/2 LAG BOLT GALVANIZED,1/2 X 1 1/2 LAG BOLT GALVANIZED,,,
189576395-34-2453650,189576395-34-2453650,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650_640x480_back.png,back,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650.txt,2453650,90-23112023-049505,RS PRO,,1/2 X 1 1/2 LAG BOLT GALVANIZED,1/2 X 1 1/2 LAG BOLT GALVANIZED,,,
189576291-34-100016x16,189576291-34-100016x16,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16_640x480_back.png,back,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16.txt,100016X16,90-29122025-065954,EMILE MAURIN,,10001 BOULON À TÊTE HEXAGONALE VIS TH,10001 BOULON À TÊTE HEXAGONALE VIS TH - 100016X16,,,
189576291-34-100016x16,189576291-34-100016x16,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16_640x480_front.png,front,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16.txt,100016X16,90-29122025-065954,EMILE MAURIN,,10001 BOULON À TÊTE HEXAGONALE VIS TH,10001 BOULON À TÊTE HEXAGONALE VIS TH - 100016X16,,,
189576291-34-100016x16,189576291-34-100016x16,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16_640x480_right.png,right,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16.txt,100016X16,90-29122025-065954,EMILE MAURIN,,10001 BOULON À TÊTE HEXAGONALE VIS TH,10001 BOULON À TÊTE HEXAGONALE VIS TH - 100016X16,,,
189576291-34-100016x16,189576291-34-100016x16,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16_640x480_iso.png,iso,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16.txt,100016X16,90-29122025-065954,EMILE MAURIN,,10001 BOULON À TÊTE HEXAGONALE VIS TH,10001 BOULON À TÊTE HEXAGONALE VIS TH - 100016X16,,,
189576291-34-100016x16,189576291-34-100016x16,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16.txt,100016X16,90-29122025-065954,EMILE MAURIN,,10001 BOULON À TÊTE HEXAGONALE VIS TH,10001 BOULON À TÊTE HEXAGONALE VIS TH - 100016X16,,,
189576291-34-100016x16,189576291-34-100016x16,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16_640x480_top.png,top,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16.txt,100016X16,90-29122025-065954,EMILE MAURIN,,10001 BOULON À TÊTE HEXAGONALE VIS TH,10001 BOULON À TÊTE HEXAGONALE VIS TH - 100016X16,,,
189576291-34-100016x16,189576291-34-100016x16,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16_640x480_bottom.png,bottom,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16.txt,100016X16,90-29122025-065954,EMILE MAURIN,,10001 BOULON À TÊTE HEXAGONALE VIS TH,10001 BOULON À TÊTE HEXAGONALE VIS TH - 100016X16,,,
189576276-34-jb_zq_4321-2006_14,189576276-34-jb_zq_4321-2006_14,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576276-34-jb_zq_4321-2006_14/jb_zq_4321-2006_14_640x480_right.png,right,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576276-34-jb_zq_4321-2006_14/jb_zq_4321-2006_14.txt,JB/ZQ 4321-2006 14,50-04032014-073423,,,U bolts - JB/ZQ 4321-2006,U bolts - JB/ZQ 4321-2006 14,,,
189576276-34-jb_zq_4321-2006_14,189576276-34-jb_zq_4321-2006_14,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576276-34-jb_zq_4321-2006_14/jb_zq_4321-2006_14_640x480_front.png,front,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576276-34-jb_zq_4321-2006_14/jb_zq_4321-2006_14.txt,JB/ZQ 4321-2006 14,50-04032014-073423,,,U bolts - JB/ZQ 4321-2006,U bolts - JB/ZQ 4321-2006 14,,,
189576276-34-jb_zq_4321-2006_14,189576276-34-jb_zq_4321-2006_14,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576276-34-jb_zq_4321-2006_14/jb_zq_4321-2006_14_640x480_back.png,back,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576276-34-jb_zq_4321-2006_14/jb_zq_4321-2006_14.txt,JB/ZQ 4321-2006 14,50-04032014-073423,,,U bolts - JB/ZQ 4321-2006,U bolts - JB/ZQ 4321-2006 14,,,
189576276-34-jb_zq_4321-2006_14,189576276-34-jb_zq_4321-2006_14,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576276-34-jb_zq_4321-2006_14/jb_zq_4321-2006_14_640x480_top.png,top,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576276-34-jb_zq_4321-2006_14/jb_zq_4321-2006_14.txt,JB/ZQ 4321-2006 14,50-04032014-073423,,,U bolts - JB/ZQ 4321-2006,U bolts - JB/ZQ 4321-2006 14,,,
189576276-34-jb_zq_4321-2006_14,189576276-34-jb_zq_4321-2006_14,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576276-34-jb_zq_4321-2006_14/jb_zq_4321-2006_14_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576276-34-jb_zq_4321-2006_14/jb_zq_4321-2006_14.txt,JB/ZQ 4321-2006 14,50-04032014-073423,,,U bolts - JB/ZQ 4321-2006,U bolts - JB/ZQ 4321-2006 14,,,
189576276-34-jb_zq_4321-2006_14,189576276-34-jb_zq_4321-2006_14,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576276-34-jb_zq_4321-2006_14/jb_zq_4321-2006_14_640x480_bottom.png,bottom,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576276-34-jb_zq_4321-2006_14/jb_zq_4321-2006_14.txt,JB/ZQ 4321-2006 14,50-04032014-073423,,,U bolts - JB/ZQ 4321-2006,U bolts - JB/ZQ 4321-2006 14,,,
189576276-34-jb_zq_4321-2006_14,189576276-34-jb_zq_4321-2006_14,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576276-34-jb_zq_4321-2006_14/jb_zq_4321-2006_14_640x480_iso.png,iso,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576276-34-jb_zq_4321-2006_14/jb_zq_4321-2006_14.txt,JB/ZQ 4321-2006 14,50-04032014-073423,,,U bolts - JB/ZQ 4321-2006,U bolts - JB/ZQ 4321-2006 14,,,
189576856-34-13c004004,189576856-34-13c004004,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576856-34-13c004004/13c004004_640x480_bottom.png,bottom,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576856-34-13c004004/13c004004.txt,13C004004,90-14072023-047142,Stafford Manufacturing Corp.,,316 SS Two-Piece Hex Bore Clamp Couplings,316 SS Two-Piece Hex Bore Clamp Couplings,,,
189576856-34-13c004004,189576856-34-13c004004,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576856-34-13c004004/13c004004_640x480_iso.png,iso,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576856-34-13c004004/13c004004.txt,13C004004,90-14072023-047142,Stafford Manufacturing Corp.,,316 SS Two-Piece Hex Bore Clamp Couplings,316 SS Two-Piece Hex Bore Clamp Couplings,,,
189576856-34-13c004004,189576856-34-13c004004,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576856-34-13c004004/13c004004_640x480_back.png,back,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576856-34-13c004004/13c004004.txt,13C004004,90-14072023-047142,Stafford Manufacturing Corp.,,316 SS Two-Piece Hex Bore Clamp Couplings,316 SS Two-Piece Hex Bore Clamp Couplings,,,
189576856-34-13c004004,189576856-34-13c004004,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576856-34-13c004004/13c004004_640x480_right.png,right,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576856-34-13c004004/13c004004.txt,13C004004,90-14072023-047142,Stafford Manufacturing Corp.,,316 SS Two-Piece Hex Bore Clamp Couplings,316 SS Two-Piece Hex Bore Clamp Couplings,,,
189576856-34-13c004004,189576856-34-13c004004,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576856-34-13c004004/13c004004_640x480_front.png,front,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576856-34-13c004004/13c004004.txt,13C004004,90-14072023-047142,Stafford Manufacturing Corp.,,316 SS Two-Piece Hex Bore Clamp Couplings,316 SS Two-Piece Hex Bore Clamp Couplings,,,
189576856-34-13c004004,189576856-34-13c004004,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576856-34-13c004004/13c004004_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576856-34-13c004004/13c004004.txt,13C004004,90-14072023-047142,Stafford Manufacturing Corp.,,316 SS Two-Piece Hex Bore Clamp Couplings,316 SS Two-Piece Hex Bore Clamp Couplings,,,
189576856-34-13c004004,189576856-34-13c004004,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576856-34-13c004004/13c004004_640x480_top.png,top,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576856-34-13c004004/13c004004.txt,13C004004,90-14072023-047142,Stafford Manufacturing Corp.,,316 SS Two-Piece Hex Bore Clamp Couplings,316 SS Two-Piece Hex Bore Clamp Couplings,,,
