query_path,query_part_id,query_view,correct_rank,top_1
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652_640x480_iso.png,189576417-34-2453652,"<bound method Series.view of part_id                                       189576417-34-2453652
folder_name                                   189576417-34-2453652
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                  2453652
part_number                                     90-23112023-049396
supplier                                                    RS PRO
material                                                      None
part_title                         1/2 X 2 1/2 LAG BOLT GALVANIZED
design                             1/2 X 2 1/2 LAG BOLT GALVANIZED
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 31, dtype: object>",3,189576395-34-2453650
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652_640x480_front.png,189576417-34-2453652,"<bound method Series.view of part_id                                       189576417-34-2453652
folder_name                                   189576417-34-2453652
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                         front
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                  2453652
part_number                                     90-23112023-049396
supplier                                                    RS PRO
material                                                      None
part_title                         1/2 X 2 1/2 LAG BOLT GALVANIZED
design                             1/2 X 2 1/2 LAG BOLT GALVANIZED
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 33, dtype: object>",12,189576395-34-2453650
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576417-34-2453652/2453652_640x480_top.png,189576417-34-2453652,"<bound method Series.view of part_id                                       189576417-34-2453652
folder_name                                   189576417-34-2453652
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           top
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                  2453652
part_number                                     90-23112023-049396
supplier                                                    RS PRO
material                                                      None
part_title                         1/2 X 2 1/2 LAG BOLT GALVANIZED
design                             1/2 X 2 1/2 LAG BOLT GALVANIZED
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 34, dtype: object>",2,189576395-34-2453650
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650_640x480_top.png,189576395-34-2453650,"<bound method Series.view of part_id                                       189576395-34-2453650
folder_name                                   189576395-34-2453650
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           top
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                  2453650
part_number                                     90-23112023-049505
supplier                                                    RS PRO
material                                                      None
part_title                         1/2 X 1 1/2 LAG BOLT GALVANIZED
design                             1/2 X 1 1/2 LAG BOLT GALVANIZED
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 35, dtype: object>",2,189576417-34-2453652
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650_640x480_iso.png,189576395-34-2453650,"<bound method Series.view of part_id                                       189576395-34-2453650
folder_name                                   189576395-34-2453650
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                  2453650
part_number                                     90-23112023-049505
supplier                                                    RS PRO
material                                                      None
part_title                         1/2 X 1 1/2 LAG BOLT GALVANIZED
design                             1/2 X 1 1/2 LAG BOLT GALVANIZED
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 36, dtype: object>",6,189576417-34-2453652
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650_640x480_front.png,189576395-34-2453650,"<bound method Series.view of part_id                                       189576395-34-2453650
folder_name                                   189576395-34-2453650
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                         front
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                  2453650
part_number                                     90-23112023-049505
supplier                                                    RS PRO
material                                                      None
part_title                         1/2 X 1 1/2 LAG BOLT GALVANIZED
design                             1/2 X 1 1/2 LAG BOLT GALVANIZED
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 37, dtype: object>",13,189576417-34-2453652
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650_640x480_bottom.png,189576395-34-2453650,"<bound method Series.view of part_id                                       189576395-34-2453650
folder_name                                   189576395-34-2453650
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                        bottom
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                  2453650
part_number                                     90-23112023-049505
supplier                                                    RS PRO
material                                                      None
part_title                         1/2 X 1 1/2 LAG BOLT GALVANIZED
design                             1/2 X 1 1/2 LAG BOLT GALVANIZED
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 40, dtype: object>",2,189576417-34-2453652
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576395-34-2453650/2453650_640x480_back.png,189576395-34-2453650,"<bound method Series.view of part_id                                       189576395-34-2453650
folder_name                                   189576395-34-2453650
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                          back
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                  2453650
part_number                                     90-23112023-049505
supplier                                                    RS PRO
material                                                      None
part_title                         1/2 X 1 1/2 LAG BOLT GALVANIZED
design                             1/2 X 1 1/2 LAG BOLT GALVANIZED
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 41, dtype: object>",11,189576417-34-2453652
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16_640x480_back.png,189576291-34-100016x16,"<bound method Series.view of part_id                                     189576291-34-100016x16
folder_name                                 189576291-34-100016x16
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                          back
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                100016X16
part_number                                     90-29122025-065954
supplier                                              EMILE MAURIN
material                                                      None
part_title                   10001 BOULON À TÊTE HEXAGONALE VIS TH
design           10001 BOULON À TÊTE HEXAGONALE VIS TH - 100016X16
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 42, dtype: object>",4,189576381-34-bouloncem6_20nfe27-312rapp
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16_640x480_right.png,189576291-34-100016x16,"<bound method Series.view of part_id                                     189576291-34-100016x16
folder_name                                 189576291-34-100016x16
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                         right
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                100016X16
part_number                                     90-29122025-065954
supplier                                              EMILE MAURIN
material                                                      None
part_title                   10001 BOULON À TÊTE HEXAGONALE VIS TH
design           10001 BOULON À TÊTE HEXAGONALE VIS TH - 100016X16
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 44, dtype: object>",13,189576381-34-bouloncem6_20nfe27-312rapp
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16_640x480_iso.png,189576291-34-100016x16,"<bound method Series.view of part_id                                     189576291-34-100016x16
folder_name                                 189576291-34-100016x16
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                100016X16
part_number                                     90-29122025-065954
supplier                                              EMILE MAURIN
material                                                      None
part_title                   10001 BOULON À TÊTE HEXAGONALE VIS TH
design           10001 BOULON À TÊTE HEXAGONALE VIS TH - 100016X16
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 45, dtype: object>",6,189576381-34-bouloncem6_20nfe27-312rapp
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576291-34-100016x16/100016x16_640x480_left.png,189576291-34-100016x16,"<bound method Series.view of part_id                                     189576291-34-100016x16
folder_name                                 189576291-34-100016x16
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                          left
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                100016X16
part_number                                     90-29122025-065954
supplier                                              EMILE MAURIN
material                                                      None
part_title                   10001 BOULON À TÊTE HEXAGONALE VIS TH
design           10001 BOULON À TÊTE HEXAGONALE VIS TH - 100016X16
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 46, dtype: object>",10,189576395-34-2453650
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576276-34-jb_zq_4321-2006_14/jb_zq_4321-2006_14_640x480_bottom.png,189576276-34-jb_zq_4321-2006_14,"<bound method Series.view of part_id                            189576276-34-jb_zq_4321-2006_14
folder_name                        189576276-34-jb_zq_4321-2006_14
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                        bottom
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                       JB/ZQ 4321-2006 14
part_number                                     50-04032014-073423
supplier                                                      None
material                                                      None
part_title                               U bolts - JB/ZQ 4321-2006
design                                U bolts - JB/ZQ 4321-2006 14
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 54, dtype: object>",13,189576740-34-40_t_shafts_adp416c
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576856-34-13c004004/13c004004_640x480_iso.png,189576856-34-13c004004,"<bound method Series.view of part_id                                     189576856-34-13c004004
folder_name                                 189576856-34-13c004004
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                13C004004
part_number                                     90-14072023-047142
supplier                              Stafford Manufacturing Corp.
material                                                      None
part_title               316 SS Two-Piece Hex Bore Clamp Couplings
design                   316 SS Two-Piece Hex Bore Clamp Couplings
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 57, dtype: object>",10,189576417-34-2453652
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576496-34-tec_6/tec_6_640x480_top.png,189576496-34-tec_6,"<bound method Series.view of part_id                                         189576496-34-tec_6
folder_name                                     189576496-34-tec_6
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           top
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                  7909773
part_number                                     90-04032025-043350
supplier                                                      None
material                                                      None
part_title                         RUD TECDOS cobra fork head hook
design                                                Haken VCGH 6
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 63, dtype: object>",28,189576355-114-bpf_24_01
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576496-34-tec_6/tec_6_640x480_bottom.png,189576496-34-tec_6,"<bound method Series.view of part_id                                         189576496-34-tec_6
folder_name                                     189576496-34-tec_6
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                        bottom
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                  7909773
part_number                                     90-04032025-043350
supplier                                                      None
material                                                      None
part_title                         RUD TECDOS cobra fork head hook
design                                                Haken VCGH 6
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 67, dtype: object>",2,189576449-34-16-280-32-4-10
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1_640x480_bottom.png,189576183-34-ylat8x17-c1,"<bound method Series.view of part_id                                   189576183-34-ylat8x17-c1
folder_name                               189576183-34-ylat8x17-c1
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                        bottom
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                              YLAT8X17-C1
part_number                                     90-20102023-019207
supplier                       YA-VA Intelligent Systems Co., Ltd.
material                                                      None
part_title                                                T-bolt A
design                                        T-bolt A YLAT8X17-C1
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 70, dtype: object>",2,189576270-34-bolt_din_261-m8x30
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1_640x480_iso.png,189576183-34-ylat8x17-c1,"<bound method Series.view of part_id                                   189576183-34-ylat8x17-c1
folder_name                               189576183-34-ylat8x17-c1
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                              YLAT8X17-C1
part_number                                     90-20102023-019207
supplier                       YA-VA Intelligent Systems Co., Ltd.
material                                                      None
part_title                                                T-bolt A
design                                        T-bolt A YLAT8X17-C1
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 72, dtype: object>",2,189576381-34-bouloncem6_20nfe27-312rapp
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1_640x480_top.png,189576183-34-ylat8x17-c1,"<bound method Series.view of part_id                                   189576183-34-ylat8x17-c1
folder_name                               189576183-34-ylat8x17-c1
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           top
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                              YLAT8X17-C1
part_number                                     90-20102023-019207
supplier                       YA-VA Intelligent Systems Co., Ltd.
material                                                      None
part_title                                                T-bolt A
design                                        T-bolt A YLAT8X17-C1
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 73, dtype: object>",3,189576172-34-ylbt8x20-c1
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576715-34-gye12-krr-b/gye12-krr-b_640x480_iso.png,189576715-34-gye12-krr-b,"<bound method Series.view of part_id                                   189576715-34-gye12-krr-b
folder_name                               189576715-34-gye12-krr-b
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                              GYE12-KRR-B
part_number                                     90-10072026-051311
supplier                                           MICHAUD CHAILLY
material                                                      None
part_title       P6-F/G ROULEMENT À BILLES AUTO-ALIGNEUR AVEC V...
design           P6-F/G ROULEMENT À BILLES AUTO-ALIGNEUR AVEC V...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 82, dtype: object>",7,189576583-34-02462141
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576516-34-64771001/64771001_640x480_iso.png,189576516-34-64771001,"<bound method Series.view of part_id                                      189576516-34-64771001
folder_name                                  189576516-34-64771001
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                 64771001
part_number                                     90-12032024-044339
supplier                                               MÄDLER GmbH
material                                                      None
part_title       Angular Contact Ball Bearings SKF ®, Single Ro...
design           SKF angular contact ball bearing 7200 BEP, sin...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 88, dtype: object>",8,189576583-34-02462141
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3_640x480_iso.png,189576353-34-ebdb3-3-3,"<bound method Series.view of part_id                                     189576353-34-ebdb3-3-3
folder_name                                 189576353-34-ebdb3-3-3
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                EBDB3-3-3
part_number                                     80-09122021-082282
supplier                           ZKH Industrial Supply Co., Ltd.
material                                                      None
part_title                                 Axle Pin Bolt EBDB/EBDS
design                                     Axle Pin Bolt EBDB3-3-3
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 92, dtype: object>",4,189576381-34-bouloncem6_20nfe27-312rapp
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3_640x480_right.png,189576353-34-ebdb3-3-3,"<bound method Series.view of part_id                                     189576353-34-ebdb3-3-3
folder_name                                 189576353-34-ebdb3-3-3
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                         right
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                EBDB3-3-3
part_number                                     80-09122021-082282
supplier                           ZKH Industrial Supply Co., Ltd.
material                                                      None
part_title                                 Axle Pin Bolt EBDB/EBDS
design                                     Axle Pin Bolt EBDB3-3-3
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 94, dtype: object>",14,189576359-34-ebcob3-6
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3_640x480_left.png,189576353-34-ebdb3-3-3,"<bound method Series.view of part_id                                     189576353-34-ebdb3-3-3
folder_name                                 189576353-34-ebdb3-3-3
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                          left
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                EBDB3-3-3
part_number                                     80-09122021-082282
supplier                           ZKH Industrial Supply Co., Ltd.
material                                                      None
part_title                                 Axle Pin Bolt EBDB/EBDS
design                                     Axle Pin Bolt EBDB3-3-3
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 97, dtype: object>",10,189576805-114-agb184
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30_640x480_back.png,189576270-34-bolt_din_261-m8x30,"<bound method Series.view of part_id                            189576270-34-bolt_din_261-m8x30
folder_name                        189576270-34-bolt_din_261-m8x30
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                          back
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                    DIN 261 - d M8 x l 30
part_number                                     10-11062001-202053
supplier                                                      None
material                                                      None
part_title                                            T-head bolts
design                               T-head bolt DIN 261 - M8 x 30
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 98, dtype: object>",17,189576172-34-ylbt8x20-c1
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30_640x480_top.png,189576270-34-bolt_din_261-m8x30,"<bound method Series.view of part_id                            189576270-34-bolt_din_261-m8x30
folder_name                        189576270-34-bolt_din_261-m8x30
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           top
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                    DIN 261 - d M8 x l 30
part_number                                     10-11062001-202053
supplier                                                      None
material                                                      None
part_title                                            T-head bolts
design                               T-head bolt DIN 261 - M8 x 30
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 99, dtype: object>",4,189576183-34-ylat8x17-c1
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30_640x480_front.png,189576270-34-bolt_din_261-m8x30,"<bound method Series.view of part_id                            189576270-34-bolt_din_261-m8x30
folder_name                        189576270-34-bolt_din_261-m8x30
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                         front
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                    DIN 261 - d M8 x l 30
part_number                                     10-11062001-202053
supplier                                                      None
material                                                      None
part_title                                            T-head bolts
design                               T-head bolt DIN 261 - M8 x 30
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 101, dtype: object>",9,189576183-34-ylat8x17-c1
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30_640x480_bottom.png,189576270-34-bolt_din_261-m8x30,"<bound method Series.view of part_id                            189576270-34-bolt_din_261-m8x30
folder_name                        189576270-34-bolt_din_261-m8x30
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                        bottom
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                    DIN 261 - d M8 x l 30
part_number                                     10-11062001-202053
supplier                                                      None
material                                                      None
part_title                                            T-head bolts
design                               T-head bolt DIN 261 - M8 x 30
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 102, dtype: object>",2,189576172-34-ylbt8x20-c1
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30_640x480_iso.png,189576270-34-bolt_din_261-m8x30,"<bound method Series.view of part_id                            189576270-34-bolt_din_261-m8x30
folder_name                        189576270-34-bolt_din_261-m8x30
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                    DIN 261 - d M8 x l 30
part_number                                     10-11062001-202053
supplier                                                      None
material                                                      None
part_title                                            T-head bolts
design                               T-head bolt DIN 261 - M8 x 30
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 104, dtype: object>",14,"DIN 787 Metric Size, Steel T-Slot Bolts"
